date,close,weirdness,iof_flag
2018-02-01,39.3307991027832,-0.2844691778608773,0
2018-02-02,37.62422561645508,2.7742185712441088,1
2018-02-05,36.68421936035156,0.5872145294612343,0
2018-02-06,38.21730422973633,2.3767323410552303,1
2018-02-07,37.399192810058594,0.0740964063828596,0
2018-02-08,36.37008285522461,0.4832065332167758,0
2018-02-09,36.8149528503418,0.0744172415817757,0
2018-02-12,38.297813415527344,1.6376435328493448,1
2018-02-13,38.68145751953125,-0.3612714344161801,0
2018-02-14,39.394649505615234,-0.2889619371339302,0
2018-02-15,40.71745300292969,0.6375679838406884,1
2018-02-16,40.58565139770508,-0.6496501853498282,0
2018-02-20,40.44913482666016,-0.6558533889745822,0
2018-02-21,40.26553726196289,-0.6899104760212792,0
2018-02-22,40.60212326049805,-0.5914608196207383,0
2018-02-23,41.30824279785156,-0.4361015056816456,0
2018-02-26,42.12500762939453,-0.3710671135383592,0
2018-02-27,41.98847961425781,-0.725728042210038,0
2018-02-28,41.92493438720703,-0.7518647122005298,0
2018-03-01,41.1905517578125,-0.2588748177282733,0
2018-03-02,41.47535705566406,-0.7117994503231447,0
2018-03-05,41.61893844604492,-0.7366342133784942,0
2018-03-06,41.58363723754883,-0.7914144151365774,0
2018-03-07,41.19761276245117,-0.383691128241719,0
2018-03-08,41.64719009399414,-0.8140779859217327,0
2018-03-09,42.36273193359375,-0.4650298221834528,0
2018-03-12,42.77228164672852,-0.26359296224885,0
2018-03-13,42.3603744506836,0.0279488973644479,0
2018-03-14,42.000247955322266,-0.4186600589875529,0
2018-03-15,42.04967880249024,-0.8846355092054774,0
2018-03-16,41.901397705078125,-0.7873635928061455,0
2018-03-19,41.26118087768555,0.1148216434477427,0
2018-03-20,41.24705505371094,-0.7472450004533248,0
2018-03-21,40.31261444091797,0.6204035199046807,1
2018-03-22,39.74300384521485,-0.2099100845298391,0
2018-03-23,38.82270050048828,0.4517536018645937,0
2018-03-26,40.66567993164063,2.656035159851451,1
2018-03-27,39.62296295166016,0.1512939929082759,0
2018-03-28,39.18516540527344,-0.3707754985845744,0
2018-03-29,39.491153717041016,-0.4474185482161193,0
2018-04-02,39.23223876953125,-0.6004599991133099,0
2018-04-03,39.63473510742188,-0.4704592119415466,0
2018-04-04,40.39263534545898,-0.1868702185518109,0
2018-04-05,40.6727409362793,-0.7135327335225127,0
2018-04-06,39.63238143920898,0.0085943639667029,0
2018-04-09,40.02545928955078,-0.5241996812904192,0
2018-04-10,40.77865219116211,-0.2138347398381073,0
2018-04-11,40.58800506591797,-0.658464114067318,0
2018-04-12,40.98812484741211,-0.565407594075859,0
2018-04-13,41.12701034545898,-0.7649458228386481,0
2018-04-16,41.383575439453125,-0.7545392704484241,0
2018-04-17,41.95318222045898,-0.6168449178273201,0
2018-04-18,41.85902404785156,-0.9335213787723629,0
2018-04-19,40.6727409362793,0.1458932107694137,0
2018-04-20,39.00628280639648,1.0635257631393766,1
2018-04-23,38.89330291748047,-0.7821905930120185,0
2018-04-24,38.35195541381836,-0.5129216867046343,0
2018-04-25,38.51904678344727,-0.5455911579302769,0
2018-04-26,38.653228759765625,-0.745229746037412,0
2018-04-27,38.206016540527344,-0.5715691887198521,0
2018-04-30,38.89800643920898,-0.3063702920193003,0
2018-05-01,39.80186080932617,-0.1214367162653919,0
2018-05-02,41.560096740722656,1.4778593382333227,1
2018-05-03,41.63543319702149,-0.9129020785420964,0
2018-05-04,43.268924713134766,0.856709318996068,1
2018-05-07,43.58196258544922,-0.7891591022314864,0
2018-05-08,43.79145812988281,-0.8176949242637467,0
2018-05-09,44.09978103637695,-0.8556029102092713,0
2018-05-10,44.73059844970703,-0.6123589947765546,0
2018-05-11,44.56047058105469,-0.8143527482201951,0
2018-05-14,44.45651245117188,-0.8817043236990751,0
2018-05-15,44.05245971679688,-0.7096042841319885,0
2018-05-16,44.46358871459961,-0.7993910714174054,0
2018-05-17,44.18242263793945,-0.8131458436174356,0
2018-05-18,44.02174758911133,-0.8714185551479176,0
2018-05-21,44.33365249633789,-0.6930913692344435,0
2018-05-22,44.22259521484375,-0.5700558707136693,0
2018-05-23,44.506126403808594,-0.507276729780125,0
2018-05-24,44.45651245117188,-0.4582058652373234,0
2018-05-25,44.55810546875,-0.5344906067436721,0
2018-05-29,44.39743041992188,-0.1565468399474663,0
