ticker,date_range,cutoff_numeric,precision,recall,pr_auc,roc_auc
AAPL,2018-02-01 to 2024-12-31,0.604314048674037,0.08191126279863481,0.42857142857142855,0.09002775473161476,0.6758355955208687
